Date,Adj Close
2015-02-01,0.0548925108906233
2015-03-01,-0.017396107114219572
2015-04-01,0.008520819822535275
2015-05-01,0.010491382304589791
2015-06-01,-0.021011671979729973
2015-07-01,0.019742029435184882
2015-08-01,-0.06258081825586559
2015-09-01,-0.026442831280001466
2015-10-01,0.08298311781266654
2015-11-01,0.0005048691103348713
2015-12-01,-0.017530185032692547
2016-01-01,-0.0507353220469523
2016-02-01,-0.0041283603090035426
2016-03-01,0.06599111444005845
2016-04-01,0.0026993982833325436
2016-05-01,0.015324602525288444
2016-06-01,0.0009109212401243738
2016-07-01,0.035609800753315435
2016-08-01,-0.0012192428990193127
2016-09-01,-0.0012344511393173052
2016-10-01,-0.01942567890903446
2016-11-01,0.034174521829295035
2016-12-01,0.01820076244186586
2017-01-01,0.01788435819838252
2017-02-01,0.03719816006681631
2017-03-01,-0.0003891971352694146
2017-04-01,0.009091208748854607
2017-05-01,0.011576251246328662
2017-06-01,0.004813775207812565
2017-07-01,0.019348826001101882
2017-08-01,0.000546433019853243
2017-09-01,0.019302978562167672
2017-10-01,0.02218813506615125
2017-11-01,0.028082627806563343
2017-12-01,0.009831630594270502
2018-01-01,0.05617870412552817
2018-02-01,-0.0389473718793677
2018-03-01,-0.02688449860055664
2018-04-01,0.0027187749953683227
2018-05-01,0.0216083418545836
2018-06-01,0.00484243626760783
2018-07-01,0.03602155617289915
2018-08-01,0.030263211276748248
2018-09-01,0.0042942874264617625
2018-10-01,-0.0694033560936963
2018-11-01,0.01785935665477978
2018-12-01,-0.09177689467997252
2019-01-01,0.07868440166582613
2019-02-01,0.029728889343927145
2019-03-01,0.01792425624958849
2019-04-01,0.03931349831373798
2019-05-01,-0.0657777313668354
2019-06-01,0.0689301639982407
2019-07-01,0.013128152166957952
2019-08-01,-0.018091627240523933
2019-09-01,0.017181177931020697
2019-10-01,0.020431770513684056
2019-11-01,0.034047037714499906
2019-12-01,0.02858981890573009
2020-01-01,-0.0016280928190489652
2020-02-01,-0.08411048363840312
2020-03-01,-0.12511928240892822
2020-04-01,0.1268440381652789
2020-05-01,0.04528181966555822
2020-06-01,0.01838839651392421
2020-07-01,0.055101321480443666
2020-08-01,0.07006466690171775
2020-09-01,-0.039227970178423055
2020-10-01,-0.027665786221379718
2020-11-01,0.10754563544385909
2020-12-01,0.03712145909357001
